Price,Address,Bedrooms,Bathrooms,Living Area (sqft),Latitude,Longitude,Property Link
"$274,900","5460 White Oak Ave UNIT F303, Encino, CA 91316",1,2,712 sqft,34.169823,-118.5173,https://www.zillow.com/homedetails/5460-White-Oak-Ave-UNIT-F303-Encino-CA-91316/19978912_zpid/
"$789,000","20023 Tipico St, Chatsworth, CA 91311",4,2,2154 sqft,34.25696,-118.56969,https://www.zillow.com/homedetails/20023-Tipico-St-Chatsworth-CA-91311/20164987_zpid/
"$899,000","8260 Gould Ave, Los Angeles, CA 90046",1,1,905 sqft,34.10658,-118.37061,https://www.zillow.com/homedetails/8260-Gould-Ave-Los-Angeles-CA-90046/20797601_zpid/
"$875,000","5711 Marmion Way, Los Angeles, CA 90042",2,2,1288 sqft,34.111,-118.19336,https://www.zillow.com/homedetails/5711-Marmion-Way-Los-Angeles-CA-90042/450778096_zpid/
"$27,000,000","717 Moreno Ave, Los Angeles, CA 90049",6,6,9297 sqft,34.04274,-118.48406,https://www.zillow.com/homedetails/717-Moreno-Ave-Los-Angeles-CA-90049/125241295_zpid/
"$899,000","1205 N Beverly Glen Blvd, Los Angeles, CA 90077",1,1,900 sqft,34.095383,-118.44145,https://www.zillow.com/homedetails/1205-N-Beverly-Glen-Blvd-Los-Angeles-CA-90077/20529798_zpid/
"$875,000","4230 Colfax Ave APT 301, Studio City, CA 91604",2,2,1216 sqft,34.1465,-118.38736,https://www.zillow.com/homedetails/4230-Colfax-Ave-APT-301-Studio-City-CA-91604/20027319_zpid/
"$1,499,000","3159 Ivy St, Los Angeles, CA 90034",3,2,1629 sqft,34.030804,-118.38745,https://www.zillow.com/homedetails/3159-Ivy-St-Los-Angeles-CA-90034/20495798_zpid/
"$2,750,000","2942 Passmore Dr, Los Angeles, CA 90068",4,5,3821 sqft,34.12495,-118.351585,https://www.zillow.com/homedetails/2942-Passmore-Dr-Los-Angeles-CA-90068/20045676_zpid/
"$950,000","6305 Lomitas Dr, Los Angeles, CA 90042",2,1,858 sqft,34.108135,-118.178856,https://www.zillow.com/homedetails/6305-Lomitas-Dr-Los-Angeles-CA-90042/20693040_zpid/
"$699,996","14923 La Valle St, Sylmar, CA 91342",3,2,1548 sqft,34.31073,-118.45772,https://www.zillow.com/homedetails/14923-La-Valle-St-Sylmar-CA-91342/20070466_zpid/
"$1,149,000","22370 Macfarlane Dr, Woodland Hills, CA 91364",3,2,1270 sqft,34.16329,-118.61341,https://www.zillow.com/homedetails/22370-Macfarlane-Dr-Woodland-Hills-CA-91364/19899908_zpid/
"$1,099,000","2067 Mayview Dr, Los Angeles, CA 90027",2,3,1188 sqft,34.099403,-118.27602,https://www.zillow.com/homedetails/2067-Mayview-Dr-Los-Angeles-CA-90027/20746883_zpid/
"$225,000","8601 International Ave UNIT 166, Canoga Park, CA 91304",2,2,900 sqft,34.22699,-118.60005,https://www.zillow.com/homedetails/8601-International-Ave-UNIT-166-Canoga-Park-CA-91304/20179094_zpid/
"$975,000","412 Arnaz Dr #104, Los Angeles, CA 90048",2,2,1217 sqft,34.071556,-118.38241,https://www.zillow.com/homedetails/412-Arnaz-Dr-104-Los-Angeles-CA-90048/454791222_zpid/
"$49,500,000","570 S Mapleton Dr, Los Angeles, CA 90024",5,9,7826 sqft,34.074306,-118.42829,https://www.zillow.com/homedetails/570-S-Mapleton-Dr-Los-Angeles-CA-90024/20524401_zpid/
"$1,025,000","303 N Wycliff Ave, San Pedro, CA 90732",3,2,1716 sqft,33.746147,-118.31469,https://www.zillow.com/homedetails/303-N-Wycliff-Ave-San-Pedro-CA-90732/21350802_zpid/
"$1,098,000","2612 Ivan Hill Ter, Los Angeles, CA 90039",2,2,1118 sqft,34.104713,-118.26079,https://www.zillow.com/homedetails/2612-Ivan-Hill-Ter-Los-Angeles-CA-90039/20752364_zpid/
"$699,000","887 Temple Ter, Los Angeles, CA 90042",3,2,1416 sqft,34.099392,-118.18111,https://www.zillow.com/homedetails/887-Temple-Ter-Los-Angeles-CA-90042/20686718_zpid/
"$899,900","19945 Labrador St, Chatsworth, CA 91311",5,4,2527 sqft,34.249355,-118.568245,https://www.zillow.com/homedetails/19945-Labrador-St-Chatsworth-CA-91311/20174057_zpid/
"$2,649,000","3986 Clayton Ave, Los Angeles, CA 90027",3,2,2196 sqft,34.1,-118.27793,https://www.zillow.com/homedetails/3986-Clayton-Ave-Los-Angeles-CA-90027/20746929_zpid/
"$1,000,000","5141 Don Pio Dr, Woodland Hills, CA 91364",4,2,1681 sqft,34.16312,-118.60473,https://www.zillow.com/homedetails/5141-Don-Pio-Dr-Woodland-Hills-CA-91364/19943135_zpid/
"$599,000","1115 S Elm Dr APT 412, Los Angeles, CA 90035",2,2,1009 sqft,34.056595,-118.3952,https://www.zillow.com/homedetails/1115-S-Elm-Dr-APT-412-Los-Angeles-CA-90035/20511845_zpid/
"$799,000","11670 Erwin St, North Hollywood, CA 91606",4,2,1600 sqft,34.18285,-118.386826,https://www.zillow.com/homedetails/11670-Erwin-St-North-Hollywood-CA-91606/20012293_zpid/
"$819,000","16330 San Fernando Mission Blvd, Granada Hills, CA 91344",4,2,2167 sqft,34.271694,-118.487854,https://www.zillow.com/homedetails/16330-San-Fernando-Mission-Blvd-Granada-Hills-CA-91344/20146706_zpid/
"$35,998,000","15210 Antelo Pl, Los Angeles, CA 90077",7,15,15042 sqft,34.128693,-118.461044,https://www.zillow.com/homedetails/15210-Antelo-Pl-Los-Angeles-CA-90077/20530747_zpid/
"$1,197,000","8181 Gould Ave, Los Angeles, CA 90046",2,2,1572 sqft,34.107666,-118.36841,https://www.zillow.com/homedetails/8181-Gould-Ave-Los-Angeles-CA-90046/20797563_zpid/
"$849,999","225 N Avenue 57, Los Angeles, CA 90042",3,2,1500 sqft,34.11152,-118.19385,https://www.zillow.com/homedetails/225-N-Avenue-57-Los-Angeles-CA-90042/20770846_zpid/
"$1,799,000","932 W Kensington Rd, Los Angeles, CA 90026",4,3,2392 sqft,34.073696,-118.25472,https://www.zillow.com/homedetails/932-W-Kensington-Rd-Los-Angeles-CA-90026/20739919_zpid/
"$1,099,000","8051 Bobbyboyar Ave, West Hills, CA 91304",4,3,2047 sqft,34.2167,-118.63359,https://www.zillow.com/homedetails/8051-Bobbyboyar-Ave-West-Hills-CA-91304/19865484_zpid/
"$1,325,000","10938 Remmet Ave, Chatsworth, CA 91311",4,3,2703 sqft,34.269173,-118.599945,https://www.zillow.com/homedetails/10938-Remmet-Ave-Chatsworth-CA-91311/20162789_zpid/
"$1,299,000","12366 Laurel Terrace Dr, Studio City, CA 91604",3,3,1450 sqft,34.141006,-118.40236,https://www.zillow.com/homedetails/12366-Laurel-Terrace-Dr-Studio-City-CA-91604/20029731_zpid/
"$699,000","3219 E 6th St, Los Angeles, CA 90023",4,2,1500 sqft,34.03232,-118.201416,https://www.zillow.com/homedetails/3219-E-6th-St-Los-Angeles-CA-90023/20633425_zpid/
"$989,000","3627 Keystone Ave APT 2, Los Angeles, CA 90034",3,3,1562 sqft,34.022907,-118.409256,https://www.zillow.com/homedetails/3627-Keystone-Ave-APT-2-Los-Angeles-CA-90034/20496631_zpid/
"$355,000","13691 Gavina Ave UNIT 422, Sylmar, CA 91342",3,2,1472 sqft,34.316235,-118.40415,https://www.zillow.com/homedetails/13691-Gavina-Ave-UNIT-422-Sylmar-CA-91342/136709546_zpid/
"$39,000,000","10250 W Sunset Blvd, Los Angeles, CA 90077",14,25,30000 sqft,34.081005,-118.431786,https://www.zillow.com/homedetails/10250-W-Sunset-Blvd-Los-Angeles-CA-90077/20524392_zpid/
"$940,000","19120 Hartland St, Reseda, CA 91335",5,3,1865 sqft,34.194473,-118.54997,https://www.zillow.com/homedetails/19120-Hartland-St-Reseda-CA-91335/19922296_zpid/
"$769,900","1123 W 81st St, Los Angeles, CA 90044",3,2,1565 sqft,33.965996,-118.29491,https://www.zillow.com/homedetails/1123-W-81st-St-Los-Angeles-CA-90044/20947762_zpid/
"$2,995,000","16795 Monte Hermoso Dr, Pacific Palisades, CA 90272",3,4,3421 sqft,34.069954,-118.55308,https://www.zillow.com/homedetails/16795-Monte-Hermoso-Dr-Pacific-Palisades-CA-90272/20548473_zpid/
"$999,000","11440 Gothic Ave, Granada Hills, CA 91344",5,3,1970 sqft,34.27844,-118.488716,https://www.zillow.com/homedetails/11440-Gothic-Ave-Granada-Hills-CA-91344/20146926_zpid/
"$998,000","2006 El Moran St, Los Angeles, CA 90039",1,1,949 sqft,34.097256,-118.250404,https://www.zillow.com/homedetails/2006-El-Moran-St-Los-Angeles-CA-90039/20754088_zpid/
"$849,000","6820 Encino Ave, Van Nuys, CA 91406",3,2,1450 sqft,34.19461,-118.5138,https://www.zillow.com/homedetails/6820-Encino-Ave-Van-Nuys-CA-91406/19965509_zpid/
"$1,777,000","18033 Rosita St, Encino, CA 91316",4,3,1898 sqft,34.15751,-118.52614,https://www.zillow.com/homedetails/18033-Rosita-St-Encino-CA-91316/19949828_zpid/
"$1,295,000","5924 Annan Way, Los Angeles, CA 90042",2,2,1170 sqft,34.12877,-118.190254,https://www.zillow.com/homedetails/5924-Annan-Way-Los-Angeles-CA-90042/20768637_zpid/
"$1,799,000","555 N Irving Blvd, Los Angeles, CA 90004",3,3,1469 sqft,34.080574,-118.31898,https://www.zillow.com/homedetails/555-N-Irving-Blvd-Los-Angeles-CA-90004/20783105_zpid/
"$859,999","1242 W Summerland Ave, San Pedro, CA 90732",2,1,1124 sqft,33.74721,-118.30379,https://www.zillow.com/homedetails/1242-W-Summerland-Ave-San-Pedro-CA-90732/21304796_zpid/
"$959,000","2404 Glover Pl, Los Angeles, CA 90031",3,2,1182 sqft,34.092255,-118.23427,https://www.zillow.com/homedetails/2404-Glover-Pl-Los-Angeles-CA-90031/20754200_zpid/
"$865,000","10923 Haskell Ave, Granada Hills, CA 91344",3,2,1275 sqft,34.268894,-118.47635,https://www.zillow.com/homedetails/10923-Haskell-Ave-Granada-Hills-CA-91344/20140746_zpid/
"$799,000","403 N Centre St, San Pedro, CA 90731",4,3,2168 sqft,33.74613,-118.283745,https://www.zillow.com/homedetails/403-N-Centre-St-San-Pedro-CA-90731/21306026_zpid/
"$925,000","541 S Coronado St, Los Angeles, CA 90057",4,2,2040 sqft,34.063095,-118.27996,https://www.zillow.com/homedetails/541-S-Coronado-St-Los-Angeles-CA-90057/20627021_zpid/
"$399,000","341 W 88th Pl, Los Angeles, CA 90003",3,1,1026 sqft,33.956944,-118.2797,https://www.zillow.com/homedetails/341-W-88th-Pl-Los-Angeles-CA-90003/20952049_zpid/
"$4,950,000","13041 Rose Ave, Los Angeles, CA 90066",5,6,4240 sqft,34.00948,-118.45128,https://www.zillow.com/homedetails/13041-Rose-Ave-Los-Angeles-CA-90066/20453959_zpid/
"$1,425,000","3112 Ledgewood Dr, Los Angeles, CA 90068",2,2,1272 sqft,34.1251,-118.32181,https://www.zillow.com/homedetails/3112-Ledgewood-Dr-Los-Angeles-CA-90068/20806641_zpid/
"$16,995,000","100 S Hudson Pl, Los Angeles, CA 90004",6,10,9925 sqft,34.073856,-118.33227,https://www.zillow.com/homedetails/100-S-Hudson-Pl-Los-Angeles-CA-90004/20779193_zpid/
"$799,000","1624 N Normandie Ave #B, Los Angeles, CA 90027",3,3,1719 sqft,34.100758,-118.30021,https://www.zillow.com/homedetails/1624-N-Normandie-Ave-B-Los-Angeles-CA-90027/2055508828_zpid/
"$1,200,000","3349 Wood Ter, Los Angeles, CA 90027",3,2,1715 sqft,34.111618,-118.27808,https://www.zillow.com/homedetails/3349-Wood-Ter-Los-Angeles-CA-90027/20749122_zpid/
"$5,995,000","5824 Manton Ave, Woodland Hills, CA 91367",5,7,7470 sqft,34.17621,-118.64064,https://www.zillow.com/homedetails/5824-Manton-Ave-Woodland-Hills-CA-91367/19878584_zpid/
"$999,999","7280 Darnoch Way, West Hills, CA 91307",4,3,1800 sqft,34.20249,-118.64469,https://www.zillow.com/homedetails/7280-Darnoch-Way-West-Hills-CA-91307/19869888_zpid/
"$1,490,000","2961 Effie St, Los Angeles, CA 90026",2,1,1227 sqft,34.089714,-118.26901,https://www.zillow.com/homedetails/2961-Effie-St-Los-Angeles-CA-90026/20747989_zpid/
"$669,000","13121 Norris Ave, Sylmar, CA 91342",4,3,1986 sqft,34.307823,-118.46064,https://www.zillow.com/homedetails/13121-Norris-Ave-Sylmar-CA-91342/20070641_zpid/
"$729,000","7814 Ben Ave, North Hollywood, CA 91605",2,1,936 sqft,34.212547,-118.39406,https://www.zillow.com/homedetails/7814-Ben-Ave-North-Hollywood-CA-91605/20000043_zpid/
"$789,999","11931 Tiara St, Valley Village, CA 91607",2,2,980 sqft,34.1787,-118.39327,https://www.zillow.com/homedetails/11931-Tiara-St-Valley-Village-CA-91607/20012673_zpid/
"$649,900","1606 W 62nd St, Los Angeles, CA 90047",3,3,1050 sqft,33.982994,-118.30489,https://www.zillow.com/homedetails/1606-W-62nd-St-Los-Angeles-CA-90047/20927693_zpid/
"$1,075,000","14519 Addison St, Sherman Oaks, CA 91403",3,2,1275 sqft,34.161667,-118.44868,https://www.zillow.com/homedetails/14519-Addison-St-Sherman-Oaks-CA-91403/19982611_zpid/
"$1,595,000","1961 Mayview Dr, Los Angeles, CA 90027",3,3,1912 sqft,34.09827,-118.27662,https://www.zillow.com/homedetails/1961-Mayview-Dr-Los-Angeles-CA-90027/455131405_zpid/
"$599,000","5008 S Van Ness Ave, Los Angeles, CA 90062",3,1,1066 sqft,33.99769,-118.3168,https://www.zillow.com/homedetails/5008-S-Van-Ness-Ave-Los-Angeles-CA-90062/20569321_zpid/
"$1,495,000","6652 Hough St, Los Angeles, CA 90042",3,3,1716 sqft,34.118755,-118.17321,https://www.zillow.com/homedetails/6652-Hough-St-Los-Angeles-CA-90042/20859628_zpid/
"$4,450,000","1955 Curson Pl, Los Angeles, CA 90046",3,5,3719 sqft,34.107018,-118.35581,https://www.zillow.com/homedetails/1955-Curson-Pl-Los-Angeles-CA-90046/95541471_zpid/
"$2,195,000","2712 N Beverly Glen Blvd, Los Angeles, CA 90077",4,3,2320 sqft,34.12015,-118.44585,https://www.zillow.com/homedetails/2712-N-Beverly-Glen-Blvd-Los-Angeles-CA-90077/20532182_zpid/
"$1,100,000","22210 Miston Dr, Woodland Hills, CA 91364",4,3,2168 sqft,34.16368,-118.60899,https://www.zillow.com/homedetails/22210-Miston-Dr-Woodland-Hills-CA-91364/19943538_zpid/
"$589,999","1618 E Sandison St, Wilmington, CA 90744",3,1,944 sqft,33.79426,-118.243004,https://www.zillow.com/homedetails/1618-E-Sandison-St-Wilmington-CA-90744/21298591_zpid/
"$895,000","4129 Marmion Way, Los Angeles, CA 90065",2,2,942 sqft,34.094227,-118.21115,https://www.zillow.com/homedetails/4129-Marmion-Way-Los-Angeles-CA-90065/20760760_zpid/
"$1,895,000","2202 Kelton Ave, Los Angeles, CA 90064",3,3,1990 sqft,34.042786,-118.43311,https://www.zillow.com/homedetails/2202-Kelton-Ave-Los-Angeles-CA-90064/20501940_zpid/
"$775,000","7850 Etiwanda Ave, Reseda, CA 91335",4,2,1665 sqft,34.213497,-118.531555,https://www.zillow.com/homedetails/7850-Etiwanda-Ave-Reseda-CA-91335/19903486_zpid/
"$7,495,000","17055 Rancho St, Encino, CA 91316",7,7,8300 sqft,34.158234,-118.50527,https://www.zillow.com/homedetails/17055-Rancho-St-Encino-CA-91316/19993305_zpid/
"$767,000","6211 Blucher Ave, Van Nuys, CA 91411",3,2,1320 sqft,34.18339,-118.47156,https://www.zillow.com/homedetails/6211-Blucher-Ave-Van-Nuys-CA-91411/19971275_zpid/
"$3,350,000","8383 Hollywood Blvd, Los Angeles, CA 90069",3,2,2176 sqft,34.098385,-118.3723,https://www.zillow.com/homedetails/8383-Hollywood-Blvd-Los-Angeles-CA-90069/20798077_zpid/
"$599,999","10816 Foothill Blvd, Sylmar, CA 91342",2,1,1049 sqft,34.274193,-118.366844,https://www.zillow.com/homedetails/10816-Foothill-Blvd-Sylmar-CA-91342/20082582_zpid/
"$1,699,500","12535 Kling St, Studio City, CA 91604",3,4,2177 sqft,34.15593,-118.406456,https://www.zillow.com/homedetails/12535-Kling-St-Studio-City-CA-91604/20023963_zpid/
"$805,000","6179 Platt Ave, Woodland Hills, CA 91367",3,2,1160 sqft,34.18317,-118.64343,https://www.zillow.com/homedetails/6179-Platt-Ave-Woodland-Hills-CA-91367/19874061_zpid/
"$5,995,000","5461 Bothwell Rd, Tarzana, CA 91356",6,7,6942 sqft,34.170227,-118.561554,https://www.zillow.com/homedetails/5461-Bothwell-Rd-Tarzana-CA-91356/19940813_zpid/
"$1,300,000","11806 N Ricasoli Way, Porter Ranch, CA 91326",3,3,2251 sqft,34.28716,-118.58432,https://www.zillow.com/homedetails/11806-N-Ricasoli-Way-Porter-Ranch-CA-91326/95577622_zpid/
"$849,999","14202 Lanark St, Panorama City, CA 91402",5,4,1850 sqft,34.21694,-118.44239,https://www.zillow.com/homedetails/14202-Lanark-St-Panorama-City-CA-91402/19956188_zpid/
"$1,599,000","3029 Isabel Dr, Los Angeles, CA 90065",3,3,1577 sqft,34.10238,-118.23359,https://www.zillow.com/homedetails/3029-Isabel-Dr-Los-Angeles-CA-90065/20757042_zpid/
"$2,999,999","13716 W Sunset Blvd, Pacific Palisades, CA 90272",4,5,3393 sqft,34.05034,-118.50494,https://www.zillow.com/homedetails/13716-W-Sunset-Blvd-Pacific-Palisades-CA-90272/20538913_zpid/
"$120,000,000","729 Bel Air Rd, Los Angeles, CA 90077",9,20,18784 sqft,34.08585,-118.44305,https://www.zillow.com/homedetails/729-Bel-Air-Rd-Los-Angeles-CA-90077/243991671_zpid/
"$1,175,000","3305 Hillock Dr, Los Angeles, CA 90068",1,1,935 sqft,34.13795,-118.343414,https://www.zillow.com/homedetails/3305-Hillock-Dr-Los-Angeles-CA-90068/20805067_zpid/
"$1,419,000","3340 Cardiff Ave, Los Angeles, CA 90034",4,2,1714 sqft,34.030155,-118.39808,https://www.zillow.com/homedetails/3340-Cardiff-Ave-Los-Angeles-CA-90034/20495385_zpid/
"$1,775,000","4312 Noble Ave, Sherman Oaks, CA 91403",4,2,2572 sqft,34.148846,-118.46233,https://www.zillow.com/homedetails/4312-Noble-Ave-Sherman-Oaks-CA-91403/19988903_zpid/
"$2,795,000","3067 Motor Ave, Los Angeles, CA 90064",4,3,3863 sqft,34.035088,-118.41016,https://www.zillow.com/homedetails/3067-Motor-Ave-Los-Angeles-CA-90064/20499402_zpid/
"$1,995,000","1012 Superba Ave, Venice, CA 90291",2,2,1484 sqft,33.99661,-118.45705,https://www.zillow.com/homedetails/1012-Superba-Ave-Venice-CA-90291/20452747_zpid/
"$430,000","9019 Cedros Ave APT 2, Panorama City, CA 91402",2,2,986 sqft,34.233692,-118.45403,https://www.zillow.com/homedetails/9019-Cedros-Ave-APT-2-Panorama-City-CA-91402/20133833_zpid/
"$3,999,000","5535 Shirley Ave, Tarzana, CA 91356",5,7,6177 sqft,34.17159,-118.558136,https://www.zillow.com/homedetails/5535-Shirley-Ave-Tarzana-CA-91356/19940882_zpid/
"$799,000","220 N Coronado St, Los Angeles, CA 90026",3,4,1520 sqft,34.07102,-118.27433,https://www.zillow.com/homedetails/220-N-Coronado-St-Los-Angeles-CA-90026/442030357_zpid/
"$749,000","5616 Tehama St, Los Angeles, CA 90042",2,1,684 sqft,34.12547,-118.19596,https://www.zillow.com/homedetails/5616-Tehama-St-Los-Angeles-CA-90042/20770886_zpid/
"$979,000","12420 Verdi St, Los Angeles, CA 90066",2,1,770 sqft,33.989105,-118.41955,https://www.zillow.com/homedetails/12420-Verdi-St-Los-Angeles-CA-90066/20440423_zpid/
"$599,000","4206 Mercury Ave, Los Angeles, CA 90032",3,2,993 sqft,34.08477,-118.195366,https://www.zillow.com/homedetails/4206-Mercury-Ave-Los-Angeles-CA-90032/20689668_zpid/
"$4,995,000","6401 Riggs Pl, Los Angeles, CA 90045",5,5,3459 sqft,33.978577,-118.39872,https://www.zillow.com/homedetails/6401-Riggs-Pl-Los-Angeles-CA-90045/20382732_zpid/
"$2,990,000","1408 N Kenter Ave, Los Angeles, CA 90049",4,4,3473 sqft,34.080112,-118.49334,https://www.zillow.com/homedetails/1408-N-Kenter-Ave-Los-Angeles-CA-90049/20559570_zpid/
"$1,750,000","522 Altair Pl, Venice, CA 90291",2,3,1267 sqft,33.98959,-118.46656,https://www.zillow.com/homedetails/522-Altair-Pl-Venice-CA-90291/20450195_zpid/
"$2,299,000","3923 Revere Ave, Los Angeles, CA 90039",4,4,2023 sqft,34.124775,-118.26238,https://www.zillow.com/homedetails/3923-Revere-Ave-Los-Angeles-CA-90039/20749648_zpid/
"$3,199,000","7040 Hillside Ave, Los Angeles, CA 90068",3,3,2736 sqft,34.105446,-118.34471,https://www.zillow.com/homedetails/7040-Hillside-Ave-Los-Angeles-CA-90068/20803594_zpid/
"$4,995,000","8404 Franklin Ave, Los Angeles, CA 90069",4,4,2807 sqft,34.098656,-118.37264,https://www.zillow.com/homedetails/8404-Franklin-Ave-Los-Angeles-CA-90069/20798431_zpid/
"$875,000","9349 Hartman Way, West Hills, CA 91304",4,2,2288 sqft,34.240303,-118.646065,https://www.zillow.com/homedetails/9349-Hartman-Way-West-Hills-CA-91304/19864565_zpid/
"$2,699,999","4634 Vesper Ave, Sherman Oaks, CA 91403",5,6,3764 sqft,34.155746,-118.4506,https://www.zillow.com/homedetails/4634-Vesper-Ave-Sherman-Oaks-CA-91403/19984091_zpid/
"$1,995,000","12188 W Sunset Blvd, Los Angeles, CA 90049",5,3,3193 sqft,34.0583,-118.47784,https://www.zillow.com/homedetails/12188-W-Sunset-Blvd-Los-Angeles-CA-90049/20537279_zpid/
"$3,795,000","1344 Maltman Ave, Los Angeles, CA 90026",5,5,4102 sqft,34.08728,-118.27809,https://www.zillow.com/homedetails/1344-Maltman-Ave-Los-Angeles-CA-90026/20745958_zpid/
"$950,000","10713 Woodley Ave, Granada Hills, CA 91344",3,2,2016 sqft,34.26519,-118.485146,https://www.zillow.com/homedetails/10713-Woodley-Ave-Granada-Hills-CA-91344/20146475_zpid/
"$37,500,000","10790 Bellagio Rd, Los Angeles, CA 90077",7,11,14287 sqft,34.079304,-118.452286,https://www.zillow.com/homedetails/10790-Bellagio-Rd-Los-Angeles-CA-90077/20526767_zpid/
$399K,"1435 W 30th St, Los Angeles, CA 90007",5,3,2352 sqft,34.027424,-118.29558,https://www.zillow.com/homedetails/1435-W-30th-St-Los-Angeles-CA-90007/20592923_zpid/
"$1,450,000","7135 W 91st St, Los Angeles, CA 90045",3,2,1305 sqft,33.955997,-118.419395,https://www.zillow.com/homedetails/7135-W-91st-St-Los-Angeles-CA-90045/20389049_zpid/
"$669,999","14739 Ararat St, Sylmar, CA 91342",3,2,1118 sqft,34.322716,-118.454445,https://www.zillow.com/homedetails/14739-Ararat-St-Sylmar-CA-91342/20067853_zpid/
"$999,999","800 W 110th St, Los Angeles, CA 90044",3,3,3014 sqft,33.93529,-118.289566,https://www.zillow.com/homedetails/800-W-110th-St-Los-Angeles-CA-90044/20972200_zpid/
"$22,995,000","13961 Aubrey Rd, Beverly Hills, CA 90210",6,9,11925 sqft,34.129726,-118.43411,https://www.zillow.com/homedetails/13961-Aubrey-Rd-Beverly-Hills-CA-90210/95624294_zpid/
"$3,499,000","3356 Ley Dr, Los Angeles, CA 90027",4,4,3002 sqft,34.114532,-118.27752,https://www.zillow.com/homedetails/3356-Ley-Dr-Los-Angeles-CA-90027/20812049_zpid/
"$35,995,000","9259 Robin Dr, Los Angeles, CA 90069",4,8,12010 sqft,34.101685,-118.39158,https://www.zillow.com/homedetails/9259-Robin-Dr-Los-Angeles-CA-90069/20799619_zpid/
"$2,595,000","4790 Galendo St, Woodland Hills, CA 91364",5,5,3520 sqft,34.152435,-118.601166,https://www.zillow.com/homedetails/4790-Galendo-St-Woodland-Hills-CA-91364/19944254_zpid/
"$3,995,000","10660 Somma Way, Los Angeles, CA 90077",3,4,2756 sqft,34.090694,-118.45021,https://www.zillow.com/homedetails/10660-Somma-Way-Los-Angeles-CA-90077/20529344_zpid/
"$735,000","4354 E O'Neil St, Los Angeles, CA 90032",1,1,636 sqft,34.079353,-118.19043,https://www.zillow.com/homedetails/4354-E-O'Neil-St-Los-Angeles-CA-90032/455104430_zpid/
"$8,950,000","1455 Robmar Dr, Beverly Hills, CA 90210",5,8,10000 sqft,34.09741,-118.415665,https://www.zillow.com/homedetails/1455-Robmar-Dr-Beverly-Hills-CA-90210/68978520_zpid/
"$7,000,000","2110 Hill Dr, Los Angeles, CA 90041",5,5,6766 sqft,34.142246,-118.21212,https://www.zillow.com/homedetails/2110-Hill-Dr-Los-Angeles-CA-90041/20845576_zpid/
"$1,349,900","3613 Beethoven St, Los Angeles, CA 90066",3,2,1626 sqft,34.004005,-118.44477,https://www.zillow.com/homedetails/3613-Beethoven-St-Los-Angeles-CA-90066/20454880_zpid/
"$799,000","3926 S Ridgeley Dr, Los Angeles, CA 90008",3,1,1106 sqft,34.01651,-118.365555,https://www.zillow.com/homedetails/3926-S-Ridgeley-Dr-Los-Angeles-CA-90008/20577770_zpid/
"$2,995,000","8466 Brier Dr, Los Angeles, CA 90046",3,4,2043 sqft,34.10411,-118.3757,https://www.zillow.com/homedetails/8466-Brier-Dr-Los-Angeles-CA-90046/20797760_zpid/
"$3,995,000","2831 Malcolm Ave, Los Angeles, CA 90064",4,5,3450 sqft,34.033573,-118.42123,https://www.zillow.com/homedetails/2831-Malcolm-Ave-Los-Angeles-CA-90064/20461668_zpid/
"$877,000","2741 S Walker Ave, San Pedro, CA 90731",3,2,1254 sqft,33.719395,-118.30165,https://www.zillow.com/homedetails/2741-S-Walker-Ave-San-Pedro-CA-90731/21315216_zpid/
"$925,000","21924 Buena Ventura St, Woodland Hills, CA 91364",3,2,1310 sqft,34.15509,-118.605156,https://www.zillow.com/homedetails/21924-Buena-Ventura-St-Woodland-Hills-CA-91364/19944497_zpid/
"$1,549,000","6655 Emmet Ter, Los Angeles, CA 90068",3,2,2119 sqft,34.106125,-118.33482,https://www.zillow.com/homedetails/6655-Emmet-Ter-Los-Angeles-CA-90068/20803792_zpid/
"$6,495,000","1565 Haslam Ter, Los Angeles, CA 90069",5,6,4667 sqft,34.100525,-118.382904,https://www.zillow.com/homedetails/1565-Haslam-Ter-Los-Angeles-CA-90069/20798107_zpid/
"$1,699,900","690 W Paseo Del Mar, San Pedro, CA 90731",3,2,2051 sqft,33.70628,-118.29154,https://www.zillow.com/homedetails/690-W-Paseo-Del-Mar-San-Pedro-CA-90731/21314118_zpid/
"$18,895,000","13164 Boca De Canon Ln, Los Angeles, CA 90049",7,10,10947 sqft,34.072098,-118.49846,https://www.zillow.com/homedetails/13164-Boca-De-Canon-Ln-Los-Angeles-CA-90049/20558876_zpid/
"$788,000","1014 W 185th St, Gardena, CA 90248",3,2,1504 sqft,33.86251,-118.29117,https://www.zillow.com/homedetails/1014-W-185th-St-Gardena-CA-90248/20982062_zpid/
"$39,995,000","677 Nimes Rd, Los Angeles, CA 90077",6,11,20000 sqft,34.08859,-118.43931,https://www.zillow.com/homedetails/677-Nimes-Rd-Los-Angeles-CA-90077/20526859_zpid/
"$23,500,000","8116 Laurel View Dr, Los Angeles, CA 90069",7,11,11155 sqft,34.101658,-118.366356,https://www.zillow.com/homedetails/8116-Laurel-View-Dr-Los-Angeles-CA-90069/20798001_zpid/
"$850,000","8305 Yuma Pl, Los Angeles, CA 90046",1,1,906 sqft,34.10655,-118.37301,https://www.zillow.com/homedetails/8305-Yuma-Pl-Los-Angeles-CA-90046/20801732_zpid/
